lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
71,1,87.13,4,3,4,2,2,0,0,1
123,2,137.94,7,22,4,7,2,0,3,0
167,1,60.0,3,13,3,2,2,0,3,1
26,0,75.0,10,18,3,1,2,0,3,1
80,0,72.25,3,29,4,4,0,3,0,1
110,0,135.9,5,6,4,1,0,0,0,0
212,2,96.3,10,16,4,1,2,0,0,1
67,0,75.0,11,25,3,2,2,0,0,1
34,0,70.83,10,7,3,4,2,0,3,0
96,3,118.8,10,8,4,1,1,0,0,1
72,0,159.3,5,13,4,1,0,0,0,0
18,1,79.0,2,24,4,4,0,3,0,0
125,4,110.7,10,9,4,2,2,0,1,1
31,0,94.5,4,24,4,0,1,3,0,0
100,0,62.86,4,12,4,3,0,0,0,1
3,1,93.0,3,8,4,4,0,3,0,1
0,1,73.9,1,6,4,1,0,0,0,1
108,0,80.75,9,27,3,3,0,0,0,1
42,1,73.37,11,2,4,4,0,0,3,1
11,0,189.0,3,18,4,2,0,0,5,0
164,0,116.1,9,19,4,6,3,3,0,0
3,2,130.0,10,13,4,1,0,0,0,1
5,1,120.6,2,28,4,3,2,0,3,1
65,0,123.93,7,28,4,2,0,0,3,0
46,2,125.1,8,17,4,1,0,3,0,1
148,0,91.68,7,25,4,5,2,3,0,0
151,2,162.0,9,23,4,2,2,0,3,0
3,0,93.29,3,30,4,5,2,3,0,0
37,0,94.5,6,20,4,2,1,0,0,1
18,1,140.0,10,29,4,1,2,0,0,0
28,1,125.77,2,26,4,2,1,0,3,0
191,0,90.9,10,20,4,2,0,0,0,0
152,1,114.3,8,10,4,2,0,0,0,0
40,1,63.0,12,26,3,2,2,0,0,1
0,2,45.0,3,15,3,1,0,0,3,1
1,0,80.0,11,3,3,3,0,0,0,1
208,0,96.3,10,22,4,3,2,0,0,0
13,0,52.5,12,28,3,3,1,0,3,1
5,0,95.0,4,4,0,3,1,0,0,0
386,1,90.0,10,23,3,0,2,1,0,1
79,1,96.3,4,15,4,2,0,0,0,1
1,2,152.0,9,9,4,3,0,0,0,1
5,1,109.0,6,8,4,1,0,3,0,1
4,1,0.0,2,15,1,1,1,0,0,1
90,0,96.3,3,25,4,2,1,0,0,1
33,3,57.6,12,1,4,3,1,3,0,1
5,1,65.0,7,25,2,0,1,0,0,1
290,0,90.95,10,20,4,3,2,0,0,0
2,0,69.0,2,25,3,1,0,0,0,1
29,2,104.5,9,1,4,2,0,3,0,1
111,0,132.6,6,2,4,3,1,0,3,0
13,1,94.35,5,29,4,0,1,0,0,1
35,2,156.24,9,25,4,3,2,0,3,1
12,0,149.0,9,25,4,0,2,0,0,0
29,1,86.45,2,12,4,2,0,0,0,1
147,1,99.45,5,22,4,2,2,0,0,1
72,1,117.0,10,18,4,2,0,3,0,0
176,1,112.2,8,8,4,5,2,0,3,0
5,0,95.0,4,4,0,3,1,0,0,1
38,0,140.4,5,13,4,2,1,0,3,0
6,0,65.0,3,29,2,4,0,0,0,1
66,1,119.07,10,3,4,1,1,0,3,0
112,0,76.5,7,22,4,4,0,0,0,0
58,2,115.04,9,27,4,2,0,0,3,1
122,2,128.0,3,27,3,1,2,1,0,1
97,0,75.0,5,15,3,3,2,0,0,1
9,0,101.0,4,17,4,0,1,0,0,0
77,0,72.25,4,2,4,2,2,0,0,1
55,1,99.0,3,22,4,3,0,0,0,0
14,1,0.0,9,12,1,0,1,0,1,1
14,1,109.0,3,11,4,2,1,0,0,1
166,2,0.0,4,21,4,0,0,0,1,1
29,1,104.0,12,1,4,3,2,0,0,1
85,0,102.43,4,28,4,3,1,3,0,0
47,2,130.05,4,10,4,2,2,0,3,1
29,2,217.1,6,9,4,3,0,0,5,1
235,1,96.3,8,6,4,1,1,0,0,1
103,1,76.22,4,11,4,0,1,0,0,1
119,0,121.5,7,23,4,1,2,0,0,1
210,1,90.95,8,15,4,3,1,0,0,1
138,1,135.45,8,22,4,3,1,0,3,0
3,0,0.0,9,17,1,1,0,0,0,1
19,0,169.0,7,27,4,2,0,0,0,1
107,1,140.25,6,28,4,6,2,1,0,1
40,0,76.92,6,21,4,1,0,0,0,0
11,1,65.1,11,14,4,2,1,3,0,1
39,1,117.98,4,21,4,5,2,0,3,1
214,1,80.75,7,29,4,2,2,3,0,1
117,0,76.0,2,29,3,1,1,0,0,1
15,1,90.0,8,27,4,2,0,0,0,1
45,0,168.3,5,1,4,0,2,0,3,0
8,1,95.0,4,29,3,2,1,0,0,1
44,1,102.6,10,2,4,0,2,3,0,1
2,0,75.0,10,27,2,1,0,0,0,1
10,0,105.0,10,3,3,2,1,0,0,0
73,1,75.0,12,5,3,4,1,0,0,1
71,1,75.54,10,30,4,0,1,0,0,1
34,0,162.45,3,18,4,2,0,0,5,0
244,1,85.5,9,3,4,1,0,3,0,0
221,0,187.0,7,2,4,2,2,0,5,0
178,1,102.3,7,20,4,3,0,0,0,0
85,2,89.7,11,14,4,3,1,0,0,1
53,1,161.78,8,25,4,3,1,0,3,1
41,0,71.41,3,8,4,5,2,3,0,1
172,1,300.0,7,29,3,3,2,1,0,0
68,0,89.53,6,18,4,1,2,0,0,0
13,0,91.0,2,14,4,4,2,0,0,1
5,0,119.0,6,2,4,1,0,3,0,1
9,0,169.11,9,20,4,5,4,3,0,1
32,0,121.5,4,11,4,0,1,0,0,0
56,0,140.4,5,2,4,2,1,0,3,0
31,0,89.1,6,1,4,1,0,3,0,0
145,0,72.25,7,11,3,4,1,0,0,0
68,1,96.99,5,21,4,3,2,0,3,1
60,0,143.1,4,30,4,1,1,0,0,0
30,1,77.86,11,23,4,4,0,0,1,0
125,1,76.5,8,7,4,2,2,0,0,0
195,1,90.95,7,21,4,5,2,0,0,1
12,0,55.0,12,5,3,1,1,0,0,1
2,1,84.0,1,6,4,3,0,3,0,1
53,1,119.1,4,25,4,2,1,0,3,0
2,1,89.89,11,27,4,2,2,0,0,1
285,0,81.81,10,16,4,3,2,0,1,0
149,0,137.7,8,20,4,1,2,0,3,0
61,0,55.96,7,11,4,1,2,0,0,1
0,2,0.0,12,12,1,0,1,0,0,1
90,0,80.75,4,16,4,2,2,0,0,1
118,2,85.0,11,25,4,3,2,0,0,1
107,0,174.6,6,20,4,2,1,1,3,0
99,1,94.5,7,16,4,1,2,3,0,0
1,1,97.0,3,12,4,1,0,3,0,1
7,0,153.0,8,17,4,1,1,3,5,1
17,0,78.3,1,23,4,1,0,0,0,1
16,2,210.0,9,26,4,2,2,0,0,1
0,0,66.0,1,19,2,1,0,0,0,1
193,0,86.5,7,15,4,1,0,0,1,0
9,1,125.27,8,14,4,1,2,0,0,1
118,1,87.3,4,3,4,1,2,0,0,0
15,1,112.0,11,1,4,2,0,0,0,1
144,1,100.87,7,25,4,5,1,0,0,1
22,0,75.0,8,21,3,1,0,0,0,1
26,0,100.0,11,11,4,1,0,3,0,0
34,1,94.5,10,4,4,2,2,0,0,1
327,0,0.0,9,9,4,4,2,1,0,1
2,0,63.75,6,26,3,3,2,3,0,1
35,1,71.1,3,16,4,2,0,3,0,1
14,0,184.0,9,22,4,1,0,0,3,1
135,0,89.25,7,26,4,4,0,3,0,0
171,0,99.45,7,29,4,2,2,0,0,0
84,0,137.7,7,13,4,1,0,0,3,1
19,0,85.0,3,9,4,3,0,3,0,0
288,0,66.58,12,25,4,4,2,3,0,0
41,0,118.0,12,31,3,3,0,0,0,1
3,0,75.0,12,19,4,1,0,3,0,1
51,1,68.47,11,17,4,3,0,0,0,1
88,0,116.1,6,17,4,2,0,3,0,0
194,0,96.3,10,22,4,5,2,0,0,0
94,1,81.08,4,15,4,2,1,0,3,1
10,0,118.8,3,1,4,5,0,0,3,1
35,0,99.0,9,26,4,0,1,3,0,0
0,1,0.0,10,12,1,1,1,0,0,1
255,0,123.75,12,30,4,2,2,0,3,1
34,0,82.8,10,13,3,2,0,0,0,1
45,0,79.8,1,23,4,1,1,0,0,1
71,2,171.3,4,7,4,3,0,0,5,1
52,1,96.9,12,9,4,2,2,0,3,1
97,1,64.98,3,24,4,3,1,0,0,1
81,1,76.5,7,27,4,2,1,0,0,0
68,0,60.0,12,2,3,4,0,0,3,1
93,1,150.56,10,22,4,5,2,1,3,0
50,1,99.45,4,11,4,3,1,0,0,0
205,0,116.1,9,15,4,1,0,3,0,0
46,0,67.15,3,13,4,2,2,3,0,0
286,0,91.0,9,16,3,2,0,1,0,1
109,0,72.25,8,29,3,1,1,0,0,1
187,1,90.95,8,25,4,4,2,0,0,1
47,1,117.9,7,1,4,3,2,0,0,1
54,1,88.4,11,17,4,3,2,0,0,0
3,0,89.0,4,17,4,0,1,3,0,1
31,1,88.0,12,2,4,2,1,3,0,1
141,2,133.65,9,4,4,2,2,0,0,1
34,1,134.1,8,15,4,2,1,3,0,1
79,0,70.0,11,13,3,2,0,0,0,1
213,0,123.25,8,23,4,5,1,1,0,0
67,0,57.0,1,29,3,2,0,0,0,1
137,1,103.7,6,28,4,4,0,0,3,0
1,0,79.0,2,13,2,1,0,0,0,1
26,2,110.0,10,28,4,1,0,3,0,1
30,5,96.3,10,14,4,3,0,0,0,1
5,0,111.0,12,29,4,1,0,0,0,1
7,1,65.0,9,12,3,2,1,0,4,1
199,1,120.7,12,28,4,4,0,0,3,0
16,1,112.42,6,4,4,1,1,0,3,1
132,1,101.58,7,11,4,3,1,0,0,1
8,0,146.0,6,4,4,1,1,0,3,1
8,1,58.0,12,15,3,3,0,0,0,1
96,0,131.4,8,26,4,2,0,0,3,0
19,2,234.71,9,18,4,5,2,0,5,0
52,3,99.0,8,28,4,0,1,3,0,1
47,2,81.0,12,24,4,1,0,0,0,1
48,0,43.5,11,10,3,4,0,0,0,1
8,0,119.0,5,25,4,1,0,3,0,0
46,0,59.32,3,1,3,1,0,0,0,1
141,0,107.95,7,6,4,4,1,0,0,1
47,1,81.5,2,26,4,2,1,3,0,1
39,2,135.9,9,12,4,0,1,0,0,1
5,4,0.0,8,24,1,2,0,0,0,1
2,1,85.0,7,25,2,1,1,0,0,1
116,0,145.41,8,5,4,5,2,0,3,0
27,1,80.75,5,29,3,2,2,0,0,1
153,0,96.3,8,26,4,2,2,0,0,0
4,1,80.0,1,20,4,1,0,0,0,1
210,0,88.7,5,2,4,1,1,0,0,0
24,0,95.0,9,18,3,1,2,0,0,1
110,1,129.3,8,1,4,5,1,0,3,1
71,0,128.0,12,7,4,4,0,0,3,1
81,0,132.3,10,8,4,3,2,0,3,0
3,0,119.0,4,28,4,1,0,3,0,1
5,1,165.75,11,6,4,2,2,0,0,0
35,0,129.87,6,27,4,2,1,0,3,0
80,1,75.0,12,5,3,1,1,0,0,1
86,0,65.0,6,26,2,0,1,0,0,1
3,0,66.0,1,18,2,2,1,0,0,1
10,2,90.0,8,28,4,1,0,0,0,1
39,0,127.39,5,13,4,2,1,0,1,1
42,0,106.2,3,5,3,1,2,0,0,0
23,2,110.0,8,31,4,4,0,3,0,1
55,1,78.08,3,1,4,4,0,0,0,1
31,1,178.42,9,10,4,5,2,0,6,1
53,1,83.92,3,15,4,5,2,0,0,1
106,0,103.0,11,6,2,0,1,0,3,1
48,1,105.0,3,29,3,3,0,0,0,1
17,1,121.75,10,2,4,2,2,0,3,1
32,0,130.5,9,9,4,2,0,0,0,0
142,1,128.7,7,1,4,2,0,0,3,1
28,1,88.0,12,2,4,2,1,3,0,1
113,0,85.0,6,30,3,3,1,0,0,0
14,0,136.0,8,16,4,2,0,0,0,0
0,1,89.0,4,16,4,1,0,3,0,1
37,2,141.3,6,8,4,1,0,0,3,1
57,1,88.4,12,2,4,2,2,0,0,1
7,0,78.3,1,16,4,1,2,0,0,1
12,1,90.0,8,31,4,2,1,0,0,1
18,1,137.57,9,11,4,1,2,1,3,1
131,3,87.03,8,3,3,3,0,0,0,1
63,0,56.0,9,4,3,2,0,1,0,1
224,1,65.0,10,2,3,2,1,0,0,1
35,1,129.0,10,28,4,2,1,0,0,1
52,1,156.6,12,2,4,2,0,0,5,1
1,0,79.0,1,20,4,2,0,3,0,1
23,0,140.0,10,29,4,1,2,0,0,0
78,2,90.63,11,12,4,5,2,0,0,0
32,0,228.6,4,16,4,5,2,1,5,0
78,1,120.28,5,23,4,3,1,3,0,1
68,1,131.4,6,30,4,2,0,0,3,0
54,1,132.3,9,30,4,1,0,0,3,1
86,1,192.86,10,20,4,3,0,0,6,1
2,0,110.0,4,20,0,2,0,0,3,1
237,0,148.26,12,28,4,5,2,0,5,1
24,1,109.0,9,10,3,2,2,0,0,1
23,1,143.99,5,2,4,2,1,0,3,1
91,0,75.0,5,11,3,4,0,0,0,1
0,0,89.55,12,20,3,1,0,0,0,1
16,4,159.0,12,3,4,1,0,1,3,1
86,0,85.0,8,4,3,5,2,0,0,1
70,0,127.8,7,31,4,0,1,0,3,0
7,0,117.9,5,24,2,1,0,0,0,1
1,1,149.0,9,1,4,1,0,3,0,1
219,0,108.0,9,4,4,1,0,1,0,0
3,0,153.0,8,13,4,1,0,3,5,1
8,0,139.0,9,1,4,1,0,0,0,1
5,1,149.0,9,7,4,1,0,3,0,1
83,1,96.3,4,7,4,2,0,0,0,1
12,0,148.0,12,30,4,2,0,0,3,1
114,0,140.4,6,2,4,3,0,0,3,0
6,2,145.0,8,21,4,0,1,0,3,1
157,1,72.15,5,29,4,5,2,3,0,1
193,0,120.0,6,20,4,2,1,0,0,0
220,1,90.0,8,15,4,1,1,3,0,1
82,0,81.9,4,1,4,2,1,0,0,1
240,1,95.63,9,3,4,2,2,0,0,0
223,0,73.96,9,30,4,3,2,3,0,0
116,2,124.3,12,24,4,3,2,1,0,1
148,0,69.33,4,23,4,1,2,0,0,1
4,0,156.0,4,6,4,1,0,0,3,0
0,0,101.0,3,21,4,0,1,0,0,0
112,2,92.65,8,24,3,4,0,0,4,1
97,1,79.2,11,5,4,1,1,3,0,0
45,0,101.03,8,29,4,3,1,3,0,1
15,0,111.8,2,12,3,2,1,1,0,1
160,1,72.25,8,7,3,0,2,0,0,1
77,0,129.6,7,7,4,3,1,0,3,0
0,0,165.0,9,1,4,3,0,0,0,1
2,0,65.0,9,27,2,0,2,0,0,0
169,0,123.25,5,25,4,4,0,0,3,0
94,0,137.7,7,13,4,2,0,0,3,1
76,1,85.5,4,25,4,1,1,3,0,1
180,1,0.0,5,2,4,1,1,0,0,1
111,1,159.3,8,13,4,5,2,0,3,1
63,0,71.0,1,19,3,2,0,0,0,1
52,1,89.25,4,11,4,3,1,3,0,1
1,1,98.3,1,15,4,1,0,0,0,1
9,2,243.0,10,7,4,2,0,1,3,1
59,0,104.65,3,25,4,2,2,0,4,1
1,1,89.0,1,19,4,3,0,0,0,1
140,1,105.3,5,29,4,1,2,0,0,1
38,0,88.2,3,24,4,1,0,3,0,0
5,2,81.07,2,27,4,1,0,0,0,1
140,0,113.9,7,31,4,3,2,0,3,0
6,1,93.0,3,2,4,1,0,0,0,0
209,2,127.8,8,7,4,1,2,0,0,0
72,1,146.7,7,27,4,2,0,0,3,1
42,1,182.34,9,4,4,3,2,0,5,0
26,1,95.96,10,31,4,5,2,0,0,1
13,0,64.0,2,26,3,2,0,0,0,1
67,0,80.75,6,12,3,1,2,0,0,1
42,0,0.0,11,7,4,0,0,0,0,1
6,0,65.0,11,17,2,2,0,0,0,1
57,1,105.0,11,11,3,2,1,0,0,1
19,0,120.0,5,2,4,2,1,0,0,1
319,0,63.75,11,29,4,4,0,3,0,0
156,1,99.88,6,8,4,4,0,3,0,0
12,2,119.0,9,2,4,1,0,3,0,1
90,0,84.45,3,6,4,3,2,0,3,1
51,2,125.1,8,6,4,1,2,3,0,1
36,1,112.59,9,9,4,1,0,3,0,1
111,0,60.0,2,23,3,7,2,0,0,0
25,2,186.0,4,30,4,1,0,0,3,1
12,1,77.25,12,24,4,2,0,0,1,1
39,1,73.81,11,11,4,3,2,0,0,1
144,0,80.75,6,29,4,4,1,0,0,0
248,0,80.75,12,27,4,5,0,0,0,1
174,1,105.3,8,6,4,1,0,0,0,0
10,1,87.01,9,12,4,0,1,3,0,1
56,1,60.0,11,6,3,2,1,0,3,1
70,0,87.3,3,13,4,1,2,0,3,0
66,1,58.0,2,11,3,2,0,0,0,1
81,2,123.0,10,21,4,4,2,0,3,0
147,0,99.0,7,11,4,1,1,3,0,1
181,1,98.1,10,11,4,1,0,3,0,0
29,1,83.57,4,14,4,3,0,0,0,1
9,1,129.0,6,17,4,2,1,3,0,0
0,0,65.0,9,21,2,1,1,0,0,1
96,0,82.45,8,11,3,2,0,0,3,1
190,1,109.25,8,22,4,3,1,0,0,0
15,0,100.73,5,30,4,3,1,0,0,1
17,1,90.95,11,3,4,5,0,0,0,1
184,2,82.12,8,17,4,1,0,1,0,0
69,1,125.1,9,12,4,0,1,3,0,1
60,0,123.3,9,2,4,2,0,0,3,0
136,1,83.12,8,11,4,3,2,0,0,1
68,0,118.8,4,10,4,0,2,0,3,0
81,0,95.2,3,26,4,2,2,0,3,0
61,0,78.2,12,19,3,0,1,0,3,1
98,2,116.1,6,10,4,2,1,3,0,1
33,0,135.9,9,8,4,3,2,0,0,0
42,0,157.5,8,31,4,3,0,1,3,0
1,0,198.0,9,22,3,3,1,0,3,1
47,0,72.25,8,28,3,1,2,0,0,1
320,1,94.95,8,20,4,1,2,0,1,1
220,2,73.95,11,29,4,5,2,0,0,1
68,2,220.0,11,7,4,3,1,0,4,1
1,0,79.0,12,29,2,1,0,0,0,1
15,3,198.5,4,6,4,4,0,0,5,1
30,0,81.0,11,25,3,2,0,0,0,1
94,1,119.0,12,23,4,2,2,0,3,1
29,3,166.25,10,5,4,2,0,0,3,1
302,2,90.3,12,29,4,3,0,0,0,0
2,0,75.0,6,30,3,1,0,3,0,1
238,1,107.0,9,20,3,4,0,0,3,0
22,0,141.0,6,15,4,2,0,0,0,0
4,2,90.0,8,11,4,5,0,0,0,1
16,1,100.73,5,30,4,3,1,0,0,1
43,2,150.3,7,3,4,2,2,0,3,1
87,1,111.6,4,30,4,1,1,3,0,0
4,1,121.0,8,2,4,1,0,0,0,1
122,0,105.3,5,11,4,1,0,0,0,0
36,0,64.0,2,11,3,3,0,0,0,1
20,2,104.0,11,14,4,2,1,0,0,1
229,0,116.95,7,4,4,3,1,0,3,0
46,2,138.6,12,8,4,3,0,0,3,1
0,0,65.0,10,27,2,2,0,0,0,1
8,2,220.0,4,21,4,3,0,0,5,1
52,1,120.7,12,3,4,3,2,1,0,1
29,0,67.5,8,16,3,2,0,3,0,1
207,0,90.95,8,5,4,3,2,0,0,0
53,1,134.4,6,9,4,3,0,0,3,0
4,1,116.0,9,22,3,3,0,0,0,1
217,1,80.75,8,7,4,4,2,3,0,1
7,1,115.0,2,15,3,4,1,0,0,1
40,2,109.8,9,1,4,1,0,0,0,1
19,2,82.39,10,5,4,0,1,0,0,1
25,0,65.0,12,27,3,1,0,0,0,1
3,1,66.0,2,25,2,1,0,0,0,1
28,0,130.33,12,31,4,3,0,0,3,0
11,2,90.0,8,28,4,1,0,0,0,1
70,1,9.0,4,12,4,4,0,0,1,1
17,3,97.41,4,10,4,0,2,0,0,1
43,1,108.0,10,3,4,0,1,3,0,0
102,0,72.25,12,5,4,1,2,0,0,0
2,2,130.0,8,17,4,1,0,0,0,1
6,1,65.0,6,8,2,1,0,0,0,1
18,2,158.0,12,30,4,2,0,0,0,1
5,1,95.0,4,4,4,1,1,0,0,1
67,3,105.3,7,24,4,3,2,0,0,1
161,0,59.5,10,31,3,3,1,3,0,1
31,0,94.5,4,14,4,1,0,3,0,0
72,1,95.2,4,23,4,2,2,0,0,1
117,0,90.95,10,24,3,2,1,0,3,1
0,0,115.0,8,10,4,3,1,3,0,1
45,0,88.2,3,22,4,2,0,3,0,0
5,0,1.6,12,22,1,5,0,0,1,1
78,0,60.0,12,10,3,3,0,0,3,1
17,1,69.49,9,5,4,1,2,0,0,1
117,1,122.94,10,29,4,3,2,0,3,1
1,2,185.0,9,22,4,1,0,0,0,1
31,1,94.5,10,4,4,1,2,0,0,1
48,0,186.52,10,25,3,3,2,1,5,1
5,1,65.0,8,24,2,1,0,0,0,1
37,0,125.55,10,2,4,3,2,0,3,0
3,0,156.0,8,29,4,1,0,0,5,1
193,2,81.82,7,4,4,10,3,0,1,0
9,1,88.0,12,5,4,2,1,3,0,1
1,0,76.5,1,8,4,2,0,3,0,1
138,1,68.0,7,11,4,6,3,0,0,0
45,0,79.2,12,18,4,0,2,3,0,1
38,1,168.3,3,25,4,2,0,0,3,1
59,1,85.85,3,28,4,3,1,0,0,1
2,0,75.0,12,22,2,1,0,0,0,1
23,0,82.33,3,10,4,3,0,3,0,1
13,1,173.67,6,2,4,3,0,0,3,1
34,0,78.3,2,12,4,2,1,0,0,1
6,2,77.0,12,18,4,1,0,0,1,1
1,1,111.65,9,22,4,3,0,0,0,1
19,0,116.1,10,2,4,1,2,3,0,0
104,1,108.0,10,17,4,2,1,3,0,0
21,1,93.0,3,10,4,2,0,0,0,1
148,0,138.14,8,16,4,5,2,0,3,0
210,2,96.3,7,31,4,0,2,0,0,0
10,0,79.75,1,30,4,6,2,3,0,1
86,1,79.5,4,5,4,3,0,3,0,1
94,1,96.3,4,12,4,2,0,0,0,1
1,0,164.0,10,6,4,2,0,0,4,1
25,1,109.4,4,17,4,3,2,0,0,1
17,0,69.49,9,5,4,1,2,0,0,1
287,2,100.8,9,29,4,3,0,0,0,0
62,1,70.78,7,18,4,3,1,3,0,1
63,3,118.33,11,10,4,3,0,3,0,1
6,1,67.0,12,8,2,1,0,0,0,1
14,0,70.88,12,5,4,3,1,0,3,1
7,0,120.0,10,26,4,1,0,3,0,1
99,3,141.67,12,31,3,1,2,0,0,1
10,0,129.0,10,14,3,2,1,0,0,1
42,2,121.78,11,1,4,9,2,0,0,1
79,0,80.75,4,7,4,3,1,0,0,0
221,0,86.75,8,10,4,3,0,0,1,0
22,0,62.0,11,17,2,1,0,0,0,0
10,2,172.0,4,29,4,2,2,0,3,1
219,0,102.85,10,3,4,3,1,0,0,0
60,3,149.77,9,29,4,2,0,1,3,1
11,0,94.5,8,15,3,1,2,1,0,1
3,1,90.0,8,10,4,1,1,0,0,1
0,0,106.67,8,22,4,1,2,0,0,1
15,0,151.0,7,6,4,3,0,0,0,1
27,2,106.02,10,5,4,4,1,0,0,1
21,0,104.05,3,1,4,2,0,0,0,1
127,2,80.1,10,30,4,0,1,3,0,1
2,1,0.0,10,23,1,0,0,0,3,1
35,0,153.3,5,27,4,2,1,0,3,0
150,1,140.7,7,31,4,1,2,0,0,1
76,2,88.4,12,7,4,4,0,0,0,1
25,1,149.0,10,5,4,2,0,0,0,1
0,1,65.0,3,21,2,0,1,0,0,1
5,0,84.0,9,26,2,0,1,0,0,1
40,1,136.89,9,27,4,2,0,0,0,0
33,1,140.4,4,29,4,2,2,0,3,1
26,0,85.0,7,3,3,3,2,0,0,1
73,1,113.7,10,24,4,2,1,0,3,0
83,0,78.3,3,12,4,1,2,0,0,1
83,1,141.1,7,28,4,3,0,0,3,1
224,0,86.62,7,24,4,1,2,0,1,0
99,0,146.7,7,3,4,2,2,0,3,0
1,0,117.8,5,18,3,1,0,0,0,1
73,1,67.5,3,17,4,1,0,3,0,1
37,3,99.48,11,14,4,4,1,1,3,1
6,1,43.5,12,25,3,2,2,0,0,1
27,2,195.5,8,8,4,1,1,0,0,1
80,0,84.95,2,24,4,2,0,0,0,1
21,3,105.0,9,5,4,2,2,0,0,1
6,0,68.0,12,4,3,2,2,0,0,1
2,0,0.0,1,23,1,1,0,0,3,1
10,0,97.0,3,13,4,0,1,3,0,0
64,1,94.5,7,25,4,3,1,3,0,1
49,3,109.8,9,4,4,0,2,0,0,1
208,0,77.51,8,13,4,5,2,0,3,0
73,2,79.2,11,12,4,1,0,3,0,1
85,0,125.0,9,30,3,3,0,1,0,1
4,2,97.1,2,9,4,3,0,0,3,1
52,0,67.0,10,13,2,1,0,0,0,1
53,1,107.1,10,29,4,1,1,0,0,0
25,0,149.4,4,15,4,3,2,1,0,0
115,1,119.85,6,11,4,4,2,0,0,1
13,0,119.0,12,26,4,3,1,0,3,1
64,0,116.1,5,21,4,1,1,3,0,0
3,0,67.0,9,12,2,2,1,0,0,1
0,1,149.0,10,24,4,1,1,0,0,1
143,1,143.1,9,21,4,4,1,0,3,0
83,0,103.7,4,16,4,2,2,0,3,1
35,0,78.3,1,13,4,2,0,0,0,0
151,1,71.0,1,19,3,3,0,0,0,1
59,0,67.5,3,9,4,2,0,3,0,0
146,0,72.25,7,13,3,4,1,0,0,1
166,0,99.45,7,7,4,3,2,0,0,0
18,1,107.0,10,5,4,2,1,0,0,1
12,1,142.33,9,18,4,1,2,3,0,1
149,0,118.8,8,20,4,1,2,0,3,0
90,0,75.0,5,10,3,3,0,0,0,1
196,2,55.96,8,16,4,5,2,0,0,1
137,2,121.5,8,21,4,0,1,0,0,1
7,1,84.0,7,25,2,0,1,0,0,1
16,0,107.0,10,1,4,2,0,0,0,1
23,2,93.82,4,9,4,1,2,3,0,1
3,0,79.2,8,17,2,5,1,0,0,0
20,1,91.63,7,19,4,2,0,0,0,1
65,2,137.7,7,23,4,1,1,0,3,1
1,0,108.0,9,4,3,1,0,1,0,1
70,0,87.3,4,2,4,1,2,0,0,0
3,0,55.0,3,27,3,2,2,0,0,1
49,1,67.22,3,9,4,1,0,0,3,1
1,0,144.0,10,7,4,2,0,0,0,1
8,2,80.85,9,8,4,2,0,0,0,1
0,0,153.0,8,8,4,1,2,3,5,1
106,2,159.3,8,9,4,3,0,0,3,1
8,1,136.0,10,16,4,3,2,3,0,0
151,0,70.75,1,19,3,4,0,0,0,1
53,1,70.0,3,19,3,3,2,0,0,1
18,2,121.0,6,8,4,2,0,0,0,1
167,0,119.85,9,3,4,10,4,0,0,0
45,0,67.0,11,28,2,0,1,0,0,1
6,2,114.5,9,2,4,4,0,0,0,1
88,0,152.87,8,23,4,5,2,0,3,1
15,2,92.94,11,13,4,2,2,1,0,1
75,0,60.0,12,7,3,2,1,0,3,1
92,0,60.0,12,22,3,4,0,0,3,1
16,0,110.75,5,29,3,3,2,1,0,1
1,1,97.0,3,15,4,1,0,3,0,1
87,1,146.7,6,29,4,4,0,0,3,1
5,2,90.0,8,10,4,4,1,0,0,1
95,0,72.8,4,5,4,2,0,0,0,0
33,1,126.9,6,15,4,3,0,0,0,1
81,2,119.85,5,1,4,2,2,0,0,1
216,0,86.7,8,30,3,4,0,0,3,1
62,1,140.4,5,17,4,3,0,0,3,1
14,2,97.02,10,15,4,2,0,0,0,1
17,1,61.52,11,3,4,3,1,3,0,1
32,0,92.08,11,12,4,4,2,0,0,1
25,0,40.67,1,12,3,3,0,0,0,1
87,1,152.1,8,1,4,6,3,0,3,1
65,1,118.8,4,8,4,2,1,0,3,0
47,0,104.88,9,22,4,3,0,0,0,1
1,0,110.0,9,10,0,3,2,0,3,1
37,2,73.1,3,1,4,4,0,3,0,1
175,0,72.25,8,3,3,9,3,0,0,1
9,0,65.0,12,10,2,1,0,0,0,1
159,0,149.6,12,30,4,2,2,0,5,1
11,0,121.0,5,30,2,3,1,0,0,0
240,0,159.3,9,30,4,2,0,0,3,0
104,1,77.03,7,16,4,1,1,0,0,1
125,2,90.67,7,2,4,4,2,3,0,1
138,0,94.5,8,22,3,1,2,1,0,1
226,1,92.82,12,31,4,3,2,0,3,0
11,1,141.0,6,18,4,1,2,0,0,1
238,1,126.9,9,21,4,2,0,0,0,0
14,1,91.0,2,7,4,2,2,0,0,0
19,1,117.81,9,23,4,2,1,0,0,1
14,0,55.0,12,3,3,5,2,0,0,1
82,2,129.59,6,9,4,3,0,0,3,1
62,0,106.2,4,1,4,2,1,0,3,1
6,1,167.0,4,15,4,1,0,0,3,1
